SurveyID,Weight_norm,geo,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_13,activity_14,activity_7,activity_8,,fish_1,fish_2,fish_3,fish_4,fish_5,consume,source_a,source_b,source_c,source_1,source_2,source_3,source_4,source_5,condition_1,condition_2,condition_3,condition_7,condition_8,last10_1,last10_2,last10_3,last10_7,last10_8,next10,value_1,value_2,value_3,value_4,threatfam_1,threatfam_2,threatfam_3,threatfam_4,threatfam_5,threatfam_6,threatfam_7,threatfam_8,threatfam_12,threatfam_13,threatlvl,MPAfam,mngmnt_20,mngmnt_2,mngmnt_13,mngmnt_21,mngmnt_22,mngmnt_11,mngmnt_12,mngmnt_15,mngmnt_16,mngmnt_17,mngmnt_19,mngmnt_23,envbehavior,infosource_a,infosource_b,infosource_c,infosource_1,infosource_2,infosource_3,infosource_4,infosource_6,infosource_7,infosource_15,infosource_9,infosource_10,infosource_11,sourcetrust_1,sourcetrust_2,sourcetrust_3,sourcetrust_4,sourcetrust_5,sourcetrust_6,sourcetrust_13,sourcetrust_7,sourcetrust_8,sourcetrust_9,sourcetrust_10,comminvolve,commdefine,decisions,sex,age,tenure,language_1,language_2,language_3,language_24,language_25,language_8,language_9,language_10,language_11,language_13,language_14,language_15,language_16,language_17,language_20,language_21,language_23,language_22,race_11,race_14,race_7,race_10,race_9,race_12,race_19,race_25,race_31,race_15,race_18,race_28,race_3,race_1,race_23,race_20,race_22,race_26,race_29,educ,employ,employ_specify,occup,hhincome
1009,0.26,4,1,1,4,1,2,1,1,1,1,1,14,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,4,5,5,4,4,3,5,5,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,2,5,4,5,5,3,4,5,4,5,4,4,3,4,5,2,1,2,4,1,1,0,1,0,0,0,0,0,0,5,5,.,5,.,.,.,.,.,.,.,4,.,3,1,1990,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,5,.,Assistant Office Clerk,11
1020,0.26,4,4,1,2,2,2,1,1,1,4,2,20,2,1,4,4,2,1,1,5,.,1,0,0,0,1,4,4,2,2,2,3,5,3,3,3,1,4,5,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,5,4,4,5,5,4,4,5,5,4,4,3,4,10,0,0,1,1,0,0,0,0,1,0,.,.,2,4,.,.,.,.,4,.,.,3,.,2,1,1958,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Chef,11
1023,0.26,4,1,2,3,3,2,4,4,1,4,4,28,4,1,3,2,3,1,3,5,.,0,0,1,0,1,4,5,4,4,4,1,1,2,1,2,1,4,1,4,5,4,4,5,5,4,5,4,4,4,4,5,2,4,4,4,5,5,5,5,5,5,5,5,4,3,3,6,10,0,0,1,0,1,0,0,0,1,0,.,.,5,.,5,.,.,.,4,.,.,5,.,2,1,1992,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Mechanic,1
1037,0.26,4,4,4,4,2,4,1,4,4,4,4,35,4,1,4,1,3,,3,4,.,0,0,1,1,0,2,2,3,2,3,2,3,3,3,3,1,2,5,5,5,4,4,4,5,5,4,4,5,3,8,3,4,5,2,5,4,5,5,5,1,1,3,2,3,4,1,3,6,1,0,1,0,1,0,0,0,0,0,4,.,4,.,5,.,.,.,.,.,.,2,.,3,2,1980,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Guest service rep,8
1049,0.26,4,4,1,1,1,1,1,1,1,1,1,13,.,.,.,.,.,1,1,2,.,1,1,0,0,0,2,3,4,4,4,4,4,3,3,3,1,5,2,4,4,4,2,4,4,4,4,4,3,3,2,4,3,3,5,4,4,4,4,4,3,4,3,3,4,5,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,4,4,.,.,.,.,.,.,.,2,.,1,2,1970,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,4,.,.,8
1058,0.26,4,4,4,4,4,4,4,2,2,2,4,34,3,1,4,4,3,4,3,5,.,0,0,1,0,1,2,4,4,4,4,3,5,3,3,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,2,4,4,2,4,4,2,2,2,2,2,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,2,.,4,1,1993,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Part Specialist,1
1073,0.26,4,4,2,1,1,3,1,2,2,1,1,18,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,3,3,3,3,3,3,3,3,3,2,4,2,4,4,2,4,4,4,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,2,4,2,4,2,2,1,3,6,1,0,1,0,1,0,0,0,0,0,4,.,4,.,4,.,.,.,.,.,.,3,.,2,1,1951,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,8
1081,0.26,4,4,2,1,2,2,1,3,2,1,1,19,.,.,.,.,.,4,1,.,.,1,0,0,0,0,4,2,2,2,2,2,1,2,2,2,1,4,1,4,4,5,4,4,4,5,4,5,5,4,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,3,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,2,.,3,1,1963,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,1,.,.,11
1085,0.26,4,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,2,4,.,0,1,0,1,0,5,5,5,5,5,5,2,2,3,2,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,4,4,5,.,.,.,.,.,.,3,.,2,2,1969,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Housekeeper,4
1087,0.26,4,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,,1,.,.,1,0,0,0,0,4,4,3,1,3,3,2,2,2,3,2,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,4,5,4,4,4,4,4,4,3,3,8,3,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,4,4,.,.,.,.,.,.,.,4,.,2,1,1975,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Technician,7
1090,0.26,4,1,2,4,3,3,3,1,1,4,4,26,4,1,4,3,3,,3,4,.,0,0,1,1,0,4,4,4,4,4,2,3,2,2,2,1,4,1,5,5,5,4,5,5,4,5,4,4,4,2,4,4,5,5,4,1,5,5,5,4,1,1,1,1,3,6,9,10,0,0,0,0,1,0,0,1,1,0,.,.,.,.,5,.,.,4,4,.,.,5,.,2,1,1979,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Mechanic,11
1096,0.26,4,2,1,1,2,2,1,1,1,1,1,13,.,.,.,.,.,4,2,5,.,0,1,0,0,1,4,8,4,4,4,3,8,3,3,3,2,5,2,2,5,1,1,1,4,1,1,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,11,1,0,0,1,0,0,0,0,0,1,4,.,.,4,.,.,.,.,.,4,.,3,.,1,1,1991,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Cook,4
1097,0.26,4,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,.,.,1,0,0,0,0,8,8,8,5,4,4,8,8,8,1,3,4,2,4,4,2,2,4,5,4,2,4,4,4,4,3,5,4,2,4,4,4,4,4,4,4,4,4,4,2,1,3,4,1,0,1,1,0,0,0,0,0,0,5,.,5,2,.,.,.,.,.,.,.,2,.,2,9,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
1101,0.26,4,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,4,4,5,.,0,0,0,1,1,4,2,2,4,4,1,1,1,3,3,2,3,2,4,5,4,2,4,4,2,2,4,2,2,2,3,1,4,4,4,2,4,4,4,2,2,2,4,2,4,1,6,10,1,0,0,0,1,0,0,0,1,0,4,.,.,.,3,.,.,.,4,.,.,2,.,1,2,1944,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,6
1105,0.26,4,4,2,1,3,3,1,3,1,1,1,20,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,4,4,4,4,4,3,3,3,3,1,5,2,4,4,4,2,4,4,5,4,5,4,4,4,5,3,4,3,3,4,4,4,4,3,4,3,3,3,5,6,7,12,0,0,0,0,1,1,0,0,0,0,.,.,.,.,4,4,.,.,.,.,4,5,.,1,2,1974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,4,.,.,11
1106,0.26,4,2,2,2,2,2,2,2,2,2,2,20,1,1,1,2,2,1,2,.,.,0,1,0,0,0,4,8,8,8,8,2,8,2,2,2,1,4,2,5,5,4,4,4,4,4,2,4,4,4,1,8,1,5,5,5,5,5,5,5,4,5,4,4,4,3,1,2,3,1,1,1,0,0,0,0,0,0,0,3,3,3,.,.,.,.,.,.,.,.,2,.,1,2,1955,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,5
1107,0.26,4,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,4,1,.,.,1,0,0,0,0,5,8,8,5,5,5,8,5,8,5,3,5,4,5,4,2,2,4,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,4,12,.,0,0,0,1,0,0,0,0,0,0,.,.,.,4,.,.,.,.,.,.,8,3,.,1,1,.,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,3,.,Refused,11
1108,0.26,4,4,3,2,2,4,3,4,2,4,2,30,3,1,3,4,2,,1,2,.,1,1,0,0,0,4,1,1,2,1,3,1,1,2,2,1,5,2,5,5,4,4,4,5,4,5,4,4,4,2,5,5,5,5,5,4,5,4,5,4,5,4,5,2,2,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,4,.,1,1,1978,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Refused,7
1110,0.26,4,4,2,1,1,2,1,1,2,1,1,16,.,.,.,.,.,,2,5,.,0,1,0,0,1,4,3,3,8,8,3,8,8,8,8,1,5,1,4,4,4,4,4,4,4,2,2,1,4,4,5,3,5,4,8,4,4,4,4,8,3,2,4,4,4,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,3,.,1,2,1939,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Real Estate Agent,11
1117,0.26,4,3,2,1,1,3,1,1,1,1,1,15,.,.,.,.,.,,2,.,.,0,1,0,0,0,5,2,2,4,2,3,2,2,3,2,1,5,1,5,5,5,5,4,4,4,4,4,2,4,2,4,4,4,4,4,4,5,4,4,4,4,4,8,8,2,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,4,4,4,.,.,.,.,.,.,5,.,2,2,1957,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Rental management company,10
1118,0.26,4,4,3,1,1,2,1,2,1,1,1,17,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,4,5,5,5,3,3,3,3,3,1,5,2,4,4,2,1,4,4,4,3,4,4,4,4,3,1,4,4,4,4,4,4,4,3,3,4,4,4,5,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,3,4,4,.,.,.,.,.,.,2,.,2,2,1974,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Dental industry,8
1122,0.26,4,1,1,1,2,2,1,1,1,1,1,12,.,.,.,.,.,,1,.,.,1,0,0,0,0,4,1,4,4,4,3,1,3,3,3,1,4,4,5,5,4,4,4,4,4,4,8,8,8,2,4,2,4,2,8,8,4,4,2,8,8,8,8,2,1,1,.,.,1,0,0,0,0,0,0,0,0,0,4,.,.,.,.,.,.,.,.,.,.,2,.,1,2,1966,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Accountant,6
1124,0.26,4,4,2,1,1,2,1,1,1,1,1,15,.,.,.,.,.,1,1,5,.,1,0,0,0,1,4,3,4,4,3,3,3,3,3,3,1,2,4,3,3,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,3,4,4,4,4,5,1,10,11,1,0,0,0,0,0,0,0,1,1,4,.,.,.,.,.,.,.,4,4,.,3,.,2,1,1945,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,4
1127,0.26,4,4,3,2,3,2,1,4,1,2,1,23,4,1,3,4,2,,2,.,.,0,1,0,0,0,4,3,3,3,3,3,3,3,3,3,1,5,1,4,5,4,5,5,5,5,5,5,4,5,2,4,4,5,5,5,5,5,4,5,5,4,1,5,1,5,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,4,5,.,1,1,1961,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.,.,3,1,.,.,11
1128,0.26,4,4,3,1,2,4,2,2,3,1,1,23,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,3,4,4,4,4,3,3,3,3,1,3,3,4,8,3,3,3,4,4,3,2,3,4,3,3,3,5,4,4,4,5,4,4,4,4,2,8,4,3,1,4,6,1,0,0,1,1,0,0,0,0,0,4,.,.,3,4,.,.,.,.,.,.,5,.,2,2,1953,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Registered nurse,8
1129,0.26,4,4,4,4,4,4,4,4,4,4,4,40,3,2,4,4,4,4,3,.,.,0,0,1,0,0,3,4,5,4,4,3,4,5,4,4,2,2,4,4,4,5,8,5,5,5,5,5,4,5,2,2,5,4,2,2,2,4,2,8,2,2,2,2,2,5,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,2,.,4,1,1963,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Self-employed,4
1130,0.26,4,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,4,5,.,.,0,0,0,0,1,4,8,8,8,3,3,3,8,8,8,3,2,4,4,8,2,2,2,4,5,2,4,2,4,2,3,5,2,4,4,8,4,4,4,4,4,4,4,2,2,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,4,4,.,.,.,.,.,.,.,1,.,1,2,1938,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,6
1131,0.26,4,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,2,.,.,0,1,0,0,0,3,8,8,8,8,3,8,8,8,8,1,4,8,4,4,4,4,4,4,4,4,4,4,4,8,3,1,4,4,3,4,4,4,4,8,4,4,8,8,1,1,3,.,1,0,1,0,0,0,0,0,0,0,8,.,4,.,.,.,.,.,.,.,.,1,.,1,1,.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,6,.,.,11
1142,0.26,4,4,2,2,1,2,2,7,1,1,1,23,.,.,.,.,.,0,1,.,.,1,0,0,0,0,8,8,8,2,8,8,8,8,3,8,8,4,2,4,4,4,8,4,4,4,4,8,8,2,8,4,2,4,4,4,8,4,8,8,4,4,2,4,8,4,1,.,.,1,0,0,0,0,0,0,0,0,0,8,.,.,.,.,.,.,.,.,.,.,8,.,1,1,1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,10
1149,0.26,4,1,1,1,2,2,1,1,1,1,1,12,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,2,2,4,4,2,2,3,3,2,2,4,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,10,1,0,1,0,0,0,0,0,1,0,4,.,4,.,.,.,.,.,5,.,.,2,.,1,1,1937,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,5
1151,0.26,4,3,2,1,2,3,2,1,2,2,1,19,2,1,3,3,1,4,1,3,.,1,0,1,0,0,4,4,4,3,3,3,2,2,2,2,1,5,1,5,5,5,4,2,5,5,3,2,3,5,5,3,5,5,4,4,4,5,4,5,5,5,4,4,2,3,2,4,6,0,1,0,1,1,0,0,0,0,0,.,5,.,4,4,.,.,.,.,.,.,1,.,1,2,1963,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,5,.,Bookkeeping or accounting,5
1153,0.26,4,4,4,4,4,4,4,4,4,2,1,35,4,1,1,1,1,,2,3,.,0,1,1,0,0,4,2,1,2,1,4,5,5,5,5,1,5,1,3,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,2,4,4,4,3,4,6,11,0,0,0,1,1,0,0,0,0,1,.,.,.,5,4,.,.,.,.,4,.,2,.,2,2,1984,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Preschool teacher,3
1156,0.26,4,4,2,2,1,3,2,3,3,1,2,23,2,1,2,3,1,,1,2,.,1,1,0,0,0,4,2,4,4,2,2,2,3,3,2,1,5,2,5,5,4,5,5,5,4,5,5,4,5,4,4,5,4,5,5,5,4,5,4,4,4,4,4,5,3,1,4,10,1,0,0,1,0,0,0,0,1,0,3,.,.,3,.,.,.,.,4,.,.,2,.,1,1,1952,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Mailman,11
1157,0.26,4,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,2,2,3,3,3,2,3,3,3,1,4,1,4,4,2,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,5,8,1,5,8,8,1,1,3,12,1,0,1,0,0,0,0,0,0,0,3,.,8,.,.,.,.,.,.,.,4,4,.,3,1,1950,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,2
1159,0.26,4,4,4,4,2,4,1,4,4,4,4,35,4,1,2,2,4,,3,.,.,0,0,1,0,0,3,3,8,4,3,3,3,1,1,1,1,5,1,5,5,4,4,4,5,4,4,4,4,4,2,4,2,4,5,4,1,1,2,4,2,2,2,2,2,4,6,.,.,0,0,0,0,1,0,0,0,0,0,.,.,.,.,4,.,.,.,.,.,.,4,.,1,1,1976,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,5,.,Housekeeper,3
1160,0.26,4,4,4,3,3,4,1,4,3,3,3,32,3,1,3,3,3,,2,4,.,0,1,0,1,0,5,4,4,3,4,8,3,2,3,3,1,5,1,8,4,5,5,5,5,5,4,4,2,4,4,5,4,4,4,4,2,4,2,4,8,2,2,4,2,5,4,6,11,0,0,0,1,1,0,0,0,0,1,.,.,.,4,5,.,.,.,.,5,.,5,.,2,2,1983,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Writer,3
1161,0.26,4,4,1,1,2,4,4,2,1,4,7,30,4,1,3,1,3,,3,4,.,0,0,1,1,0,4,4,4,4,4,1,3,2,2,2,1,4,2,4,5,4,4,5,5,4,5,4,5,4,2,4,5,2,4,5,2,2,4,4,1,1,2,2,2,5,1,2,3,1,1,1,0,0,0,0,0,0,0,2,2,4,.,.,.,.,.,.,.,.,4,.,2,2,1956,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Service worker specialist,6
1162,0.26,4,2,1,2,1,2,1,2,4,4,1,20,1,3,1,3,1,4,3,.,.,0,0,1,0,0,4,4,4,4,4,3,3,4,3,3,1,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,1,0,1,0,0,0,0,0,0,4,4,.,4,.,.,.,.,.,.,.,4,.,4,1,1962,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,5,.,Cornfield worker,3
1163,0.26,4,4,2,1,2,4,2,4,2,1,1,23,.,.,.,.,.,,1,2,.,1,1,0,0,0,4,3,1,1,4,8,3,1,1,3,1,4,2,4,4,5,4,4,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,5,8,5,2,4,2,5,1,2,4,1,1,0,1,0,0,0,0,0,0,5,4,.,4,.,.,.,.,.,.,.,3,.,3,1,1955,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Publisher,11
1165,0.26,4,2,2,4,7,4,2,2,2,4,1,30,4,1,3,1,1,,2,3,.,0,1,1,0,0,5,1,1,4,5,3,3,3,3,3,3,3,1,5,5,5,8,5,5,5,5,4,4,4,4,2,5,5,2,2,2,5,4,4,2,4,4,2,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,5,.,3,2,1956,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,5,7,Disabled,.,2
1166,0.26,4,4,2,1,2,4,2,2,2,2,2,23,1,1,1,1,1,4,1,.,.,1,0,0,0,0,5,5,5,5,4,3,3,5,3,3,1,5,1,4,5,5,2,4,2,4,2,4,2,2,2,3,2,3,3,3,3,5,4,4,3,3,2,2,3,2,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,5,5,4,.,.,.,.,.,.,4,.,3,2,1994,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Service crew,2
1167,0.26,4,4,2,2,2,3,1,3,2,1,1,21,.,.,.,.,.,4,1,2,.,1,1,0,0,0,4,2,2,2,4,2,2,1,2,3,1,4,1,4,5,5,5,4,5,5,5,4,2,2,4,4,2,3,4,4,4,3,3,5,3,5,3,3,4,4,1,4,7,1,0,0,1,0,1,0,0,0,0,4,.,.,4,.,4,.,.,.,.,.,3,.,1,1,1989,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Bicycle mechanic,3
1168,0.26,4,1,1,1,1,2,2,1,1,2,1,13,2,1,1,2,2,1,3,.,.,0,0,1,0,0,8,2,8,8,8,3,3,3,3,8,1,4,2,4,4,4,4,4,4,8,4,4,4,2,2,3,2,4,4,4,4,4,4,4,4,4,8,8,2,5,1,3,.,1,0,1,0,0,0,0,0,0,0,4,.,4,.,.,.,.,.,.,.,.,3,.,1,1,1947,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,10
1169,0.26,4,2,1,1,1,1,1,1,1,1,1,11,.,.,.,.,.,4,1,4,.,1,0,0,1,0,8,8,8,4,8,8,5,5,5,5,2,3,3,3,4,2,2,4,4,4,5,4,4,3,2,2,1,2,3,2,3,5,3,3,3,4,2,3,3,3,1,3,6,1,0,1,0,1,0,0,0,0,0,4,.,4,.,4,.,.,.,.,.,.,8,.,1,2,1992,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.,.,4,5,.,Customer service,3
1170,0.26,4,1,1,4,1,1,2,1,1,2,1,15,3,1,3,3,3,1,1,5,.,1,0,0,0,1,5,5,4,5,5,3,5,2,3,5,2,4,2,2,5,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,.,.,0,0,1,0,0,0,0,0,0,0,.,.,4,.,.,.,.,.,.,.,.,5,.,1,1,1949,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Hotel maintenance,1
1171,0.26,4,4,2,1,1,4,1,1,1,1,1,17,.,.,.,.,.,,2,3,.,0,1,1,0,0,4,8,4,4,4,8,1,8,3,3,1,3,2,4,4,4,8,2,4,8,4,3,8,4,3,5,2,4,4,4,3,5,4,5,4,4,4,4,4,5,1,4,11,1,0,0,1,0,0,0,0,0,1,4,.,.,4,.,.,.,.,.,4,.,4,.,2,2,1950,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,11
