SurveyID,Weight_norm,geo,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_13,activity_14,activity_7,activity_8,,fish_1,fish_2,fish_3,fish_4,fish_5,consume,source_a,source_b,source_c,source_1,source_2,source_3,source_4,source_5,condition_1,condition_2,condition_3,condition_7,condition_8,last10_1,last10_2,last10_3,last10_7,last10_8,next10,value_1,value_2,value_3,value_4,threatfam_1,threatfam_2,threatfam_3,threatfam_4,threatfam_5,threatfam_6,threatfam_7,threatfam_8,threatfam_12,threatfam_13,threatlvl,MPAfam,mngmnt_20,mngmnt_2,mngmnt_13,mngmnt_21,mngmnt_22,mngmnt_11,mngmnt_12,mngmnt_15,mngmnt_16,mngmnt_17,mngmnt_19,mngmnt_23,envbehavior,infosource_a,infosource_b,infosource_c,infosource_1,infosource_2,infosource_3,infosource_4,infosource_6,infosource_7,infosource_15,infosource_9,infosource_10,infosource_11,sourcetrust_1,sourcetrust_2,sourcetrust_3,sourcetrust_4,sourcetrust_5,sourcetrust_6,sourcetrust_13,sourcetrust_7,sourcetrust_8,sourcetrust_9,sourcetrust_10,comminvolve,commdefine,decisions,sex,age,tenure,language_1,language_2,language_3,language_24,language_25,language_8,language_9,language_10,language_11,language_13,language_14,language_15,language_16,language_17,language_20,language_21,language_23,language_22,race_11,race_14,race_7,race_10,race_9,race_12,race_19,race_25,race_31,race_15,race_18,race_28,race_3,race_1,race_23,race_20,race_22,race_26,race_29,educ,employ,employ_specify,occup,hhincome
1990,0.49,2,3,3,2,1,3,1,1,1,1,1,17,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,3,3,4,4,1,1,1,3,3,1,3,1,5,5,5,5,4,5,5,4,4,5,5,5,4,2,3,4,4,4,5,5,5,4,5,3,4,3,5,1,2,10,1,1,0,0,0,0,0,0,1,0,4,4,.,.,.,.,.,.,4,.,.,2,.,1,2,1954,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,5,.,Secretary,8
1992,0.49,2,4,3,1,2,2,1,1,1,1,1,17,.,.,.,.,.,0,9,.,.,0,0,0,0,0,5,8,5,5,5,8,5,5,5,5,2,2,2,4,2,2,2,2,2,4,4,4,2,2,2,2,2,4,4,4,4,4,5,4,8,4,2,4,4,5,1,4,6,1,0,0,1,1,0,0,0,0,0,3,.,.,4,4,.,.,.,.,.,.,8,.,1,1,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
1994,0.49,2,3,3,3,3,3,2,3,2,3,3,28,3,1,3,4,3,1,1,2,.,1,1,0,0,0,4,4,4,4,4,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,5,2,.,5,1,1983,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Store Worker,1
1996,0.49,2,2,4,2,2,2,1,2,2,1,1,19,.,.,.,.,.,4,1,2,.,1,1,0,0,0,4,5,4,4,3,3,3,3,5,3,2,2,2,4,4,4,5,4,4,4,4,4,4,4,4,3,4,5,5,5,4,5,5,4,4,4,2,4,4,3,1,6,7,1,0,0,0,1,1,0,0,0,0,4,.,.,.,5,4,.,.,.,.,.,2,.,1,1,1946,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Cashier,6
1998,0.49,2,3,3,1,1,2,2,1,2,1,1,17,.,.,.,.,.,,2,5,.,0,1,0,0,1,4,3,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,1,4,6,1,0,0,1,1,0,0,0,0,0,4,.,.,4,4,.,.,.,.,.,.,4,.,3,2,1947,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,6
2001,0.49,2,4,3,2,2,2,2,1,2,2,2,22,2,1,2,3,2,4,1,.,.,1,0,0,0,0,5,4,4,4,3,3,3,3,3,3,1,2,5,4,4,4,4,5,5,4,4,2,2,2,2,3,2,5,5,5,4,5,3,4,2,4,4,4,2,2,1,4,6,1,0,0,1,1,0,0,0,0,0,4,.,.,4,4,.,.,.,.,.,.,2,.,1,2,1952,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Logistics,4
2003,0.49,2,2,2,1,2,3,2,1,1,2,1,17,2,1,1,1,2,4,1,2,.,1,1,0,0,0,4,4,4,4,4,3,3,3,3,3,3,8,1,5,5,2,2,2,4,4,4,4,4,4,2,4,2,4,5,5,4,5,5,5,8,4,2,8,8,3,1,10,11,1,0,0,0,0,0,0,0,1,1,4,.,.,.,.,.,.,.,4,4,.,4,.,2,2,1987,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Librarian,11
2004,0.49,2,2,1,1,2,2,1,2,1,1,1,14,.,.,.,.,.,,1,.,.,1,0,0,0,0,1,2,1,1,3,1,1,1,1,2,1,4,1,5,5,5,5,2,5,5,5,5,1,5,2,4,4,5,5,5,5,5,5,5,4,5,5,5,5,2,1,3,6,1,0,1,0,1,0,0,0,0,0,2,.,4,.,4,.,.,.,.,.,.,3,.,1,1,1948,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,2
2005,0.49,2,4,4,3,3,3,2,3,1,1,1,25,.,.,.,.,.,1,1,5,.,1,0,0,0,1,5,4,4,4,4,2,2,2,2,2,1,5,1,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,4,5,5,8,5,5,1,4,6,1,0,0,1,1,0,0,0,0,0,5,.,.,5,5,.,.,.,.,.,.,3,.,4,1,1954,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,6,5,.,Teacher,6
2006,0.49,2,4,2,1,1,3,2,1,1,1,1,17,.,.,.,.,.,,1,2,.,1,1,0,0,0,3,1,1,2,2,2,2,2,2,2,1,4,1,5,5,2,4,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,4,6,7,0,0,0,1,1,1,0,0,0,0,.,.,.,4,5,5,.,.,.,.,.,5,.,2,2,1945,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,2
2007,0.49,2,2,2,2,1,1,1,1,1,2,1,14,4,1,1,4,1,,1,2,.,1,1,0,0,0,4,4,2,2,8,3,8,1,1,1,1,4,2,2,5,4,2,2,4,5,4,4,4,4,2,8,1,4,4,4,4,2,4,4,4,4,2,8,2,1,2,3,9,0,1,1,0,0,0,0,1,0,0,.,4,4,.,.,.,.,4,.,.,.,2,.,3,1,1959,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Manufacturer,11
2014,0.49,2,4,2,1,2,4,2,3,2,1,1,22,.,.,.,.,.,,1,.,.,1,0,0,0,0,2,2,2,3,4,4,2,2,3,3,1,3,1,5,5,3,4,4,4,3,4,4,3,4,4,4,1,3,5,4,4,5,4,4,4,4,3,4,4,3,1,3,6,1,0,1,0,1,0,0,0,0,0,3,.,3,.,5,.,.,.,.,.,.,1,.,1,2,1971,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Office Manager,5
2016,0.49,2,2,1,1,2,3,1,1,2,2,1,16,2,1,2,2,2,4,1,2,.,1,1,0,0,0,5,3,5,5,5,3,3,3,3,2,2,2,4,4,4,2,2,2,2,2,1,4,2,2,2,2,2,2,4,2,2,4,4,4,2,2,2,3,2,3,1,4,6,1,0,0,1,1,0,0,0,0,0,2,.,.,3,4,.,.,.,.,.,.,2,.,1,1,1959,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,School Bus Driver,3
2022,0.49,2,4,4,4,4,4,4,1,1,4,4,34,4,1,4,1,4,,3,5,.,0,0,1,0,1,2,2,8,3,3,2,1,3,3,3,1,5,1,4,5,4,4,4,5,5,5,5,5,5,2,5,5,5,1,1,4,5,4,4,1,1,5,2,5,3,10,.,.,0,0,0,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,3,.,.,5,.,1,1,1966,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.,.,3,6,.,.,5
2035,0.49,2,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,,1,2,.,1,1,0,0,0,3,2,2,4,3,1,1,3,3,1,1,4,5,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,8,5,5,4,8,4,2,5,2,5,1,3,4,1,0,1,1,0,0,0,0,0,0,2,.,2,2,.,.,.,.,.,.,.,1,.,1,2,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,11
2036,0.49,2,2,2,1,1,3,1,1,1,2,1,15,2,1,1,3,1,,1,2,.,1,1,0,0,0,5,3,3,3,3,3,3,3,3,3,1,5,1,5,5,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,5,5,5,3,4,2,2,2,5,1,4,10,1,0,0,1,0,0,0,0,1,0,4,.,.,3,.,.,.,.,4,.,.,8,.,1,1,1966,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Field technician/Engineer,6
2037,0.49,2,2,2,1,1,2,1,2,2,1,1,15,.,.,.,.,.,1,1,2,.,1,1,0,0,0,3,2,2,2,3,3,2,2,2,3,2,4,2,5,5,5,5,4,5,5,4,4,4,4,5,4,2,5,5,5,5,5,5,5,5,5,5,8,5,5,1,3,6,1,0,1,0,1,0,0,0,0,0,5,.,4,.,5,.,.,.,.,.,.,3,.,2,2,1955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,1,.,.,11
2038,0.49,2,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,.,.,1,0,0,0,0,8,8,8,8,8,3,8,8,8,8,1,5,1,5,4,4,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,10,0,0,1,1,0,0,0,0,1,0,.,.,4,4,.,.,.,.,4,.,.,2,.,1,1,1944,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,11
2039,0.49,2,4,3,2,2,3,1,4,1,4,1,25,4,1,1,1,1,,2,3,.,0,1,1,0,0,2,2,2,4,2,5,5,5,1,3,1,4,2,5,5,4,2,2,5,5,5,5,5,5,5,4,2,8,4,1,1,5,1,5,1,4,1,1,1,5,1,4,12,1,0,0,1,0,0,0,0,0,0,4,.,.,4,.,.,.,.,.,.,5,2,.,3,2,1979,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.,.,5,2,.,.,11
2042,0.49,2,4,1,1,1,1,1,1,1,1,1,13,.,.,.,.,.,4,1,2,.,1,1,0,0,0,4,5,5,5,5,3,8,3,3,4,2,4,3,4,5,2,3,5,2,2,2,2,4,2,2,1,2,5,5,5,5,5,5,5,3,3,5,5,5,4,2,3,12,0,1,1,0,0,0,0,0,0,0,.,5,5,.,.,.,.,.,.,.,8,1,.,1,2,1923,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,3
2044,0.49,2,3,2,3,2,2,3,1,1,1,1,19,.,.,.,.,.,4,1,.,.,1,0,0,0,0,3,4,3,4,4,2,3,2,3,2,1,5,1,5,4,4,4,4,4,4,2,4,2,5,4,4,4,4,5,5,3,5,4,2,2,4,2,4,2,1,4,6,11,0,0,0,1,1,0,0,0,0,1,.,.,.,5,5,.,.,.,.,5,.,1,.,2,1,1951,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,7
2047,0.49,2,4,3,1,4,4,2,4,1,1,1,25,.,.,.,.,.,,1,2,.,1,1,0,0,0,8,2,2,8,8,2,1,2,8,8,1,8,8,4,4,2,5,2,8,4,4,8,4,2,4,5,2,5,4,4,4,5,4,4,8,4,4,4,8,2,4,12,.,0,0,0,1,0,0,0,0,0,0,.,.,.,3,.,.,.,.,.,.,3,2,.,1,1,1976,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
2050,0.49,2,2,1,1,1,2,1,1,1,2,1,13,2,1,1,1,2,1,2,5,.,0,1,0,0,1,3,3,8,3,3,1,3,3,3,4,1,4,2,4,4,2,8,5,5,5,5,4,4,5,2,5,5,4,4,4,4,5,5,2,8,4,4,4,8,5,3,6,12,0,0,1,0,1,0,0,0,0,0,.,.,1,.,4,.,.,.,.,.,5,1,.,1,2,1951,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,11
2051,0.49,2,2,1,1,2,2,1,1,1,1,1,13,.,.,.,.,.,1,1,.,.,1,0,0,0,0,3,3,8,3,3,3,2,3,3,3,3,5,1,5,5,2,4,2,4,4,4,4,2,2,2,3,4,5,5,4,2,5,5,5,5,5,5,4,5,4,1,3,10,1,0,1,0,0,0,0,0,1,0,4,.,4,.,.,.,.,.,5,.,.,4,.,3,1,1946,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,2,7,Self-employed,.,9
2055,0.49,2,2,2,1,1,2,2,1,1,1,1,14,.,.,.,.,.,,1,.,.,1,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,4,2,4,4,2,2,4,4,4,4,2,4,2,2,3,2,2,2,4,8,4,4,3,2,2,2,8,4,2,3,7,10,0,0,1,0,0,1,0,0,1,0,.,.,8,.,.,8,.,.,8,.,.,4,.,1,2,1956,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,3,.,Refused,11
2057,0.49,2,2,1,1,2,3,1,1,1,3,4,19,2,1,3,3,3,,1,3,.,1,0,1,0,0,4,3,4,5,5,3,3,5,3,5,3,5,1,4,4,4,2,4,4,4,4,4,4,4,4,5,4,8,2,4,4,4,4,4,4,4,8,4,4,5,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,4,4,5,.,.,.,.,.,.,3,.,3,2,1957,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,4,4,.,.,1
2059,0.49,2,3,1,1,2,2,1,1,1,2,1,15,1,1,1,1,2,1,1,2,.,1,1,0,0,0,2,2,2,2,2,3,3,1,2,2,1,4,2,4,4,4,8,4,4,4,4,5,4,4,2,3,4,1,5,4,4,4,5,5,4,4,4,4,2,2,1,2,4,1,1,0,1,0,0,0,0,0,0,5,4,.,4,.,.,.,.,.,.,.,3,.,1,2,1971,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Visayan dialect,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,2,3,.,Home Health Aid,3
2060,0.49,2,2,2,1,1,2,1,1,1,2,1,14,1,1,1,1,1,4,1,2,.,1,1,0,0,0,3,3,2,2,3,3,3,2,2,3,1,4,4,4,5,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,2,1,4,10,1,0,0,1,0,0,0,0,1,0,4,.,.,4,.,.,.,.,4,.,.,1,.,1,1,1946,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,9
2062,0.49,2,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,.,.,1,0,0,0,0,5,8,8,8,4,8,8,8,8,8,1,4,1,5,5,5,1,2,4,2,4,4,4,4,2,3,2,2,4,4,4,4,4,2,2,4,4,4,5,5,1,3,4,1,0,1,1,0,0,0,0,0,0,3,.,3,2,.,.,.,.,.,.,.,1,.,1,2,1948,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,9
2067,0.49,2,3,2,1,2,2,1,2,1,1,1,16,.,.,.,.,.,4,1,.,.,1,0,0,0,0,3,2,3,2,3,3,3,4,4,5,3,3,1,4,5,4,4,4,4,4,4,3,4,4,4,5,3,4,4,4,3,4,3,4,8,4,3,8,2,4,3,4,11,0,0,1,1,0,0,0,0,0,1,.,.,3,4,.,.,.,.,.,4,.,4,.,2,2,1951,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.,.,4,3,.,Substance Abuse Counselor,4
2068,0.49,2,2,2,2,2,2,1,1,1,1,1,15,.,.,.,.,.,,1,2,.,1,1,0,0,0,5,4,4,5,5,3,4,4,5,4,3,4,4,4,4,2,2,4,4,4,2,2,2,2,2,2,1,4,4,4,5,4,4,4,8,2,4,4,4,2,1,4,.,1,0,0,1,0,0,0,0,0,0,3,.,.,4,.,.,.,.,.,.,.,5,.,3,1,1947,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,4
2072,0.49,2,4,1,3,1,4,1,1,1,1,1,18,.,.,.,.,.,30,1,2,.,1,1,0,0,0,8,5,5,5,5,8,1,8,5,3,1,4,4,8,4,5,2,5,5,5,5,5,5,5,5,5,5,4,3,3,3,8,8,3,3,3,3,8,3,5,6,.,.,0,0,0,0,1,0,0,0,0,0,.,.,.,.,5,.,.,.,.,.,.,5,.,3,2,1930,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,German,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,11
2077,0.49,2,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,4,1,.,.,1,0,0,0,0,8,8,8,8,8,3,8,3,3,8,8,8,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,5,4,4,4,4,4,2,8,4,4,4,2,1,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,1,.,1,2,1937,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,11
2078,0.49,2,4,2,1,2,2,1,1,1,1,1,16,.,.,.,.,.,4,2,.,.,0,1,0,0,0,4,3,4,4,4,2,2,2,8,8,1,5,1,5,5,4,2,5,4,4,4,4,4,4,8,5,2,5,5,4,8,5,4,5,3,3,4,4,4,2,7,11,12,0,0,0,0,0,1,0,0,0,1,.,.,.,.,.,4,.,.,.,4,4,3,.,1,2,1972,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Teacher,6
2079,0.49,2,2,2,2,1,1,1,1,1,1,1,13,.,.,.,.,.,1,2,.,.,0,1,0,0,0,3,8,4,3,8,3,8,3,3,5,3,4,2,4,4,2,4,4,4,4,4,4,4,4,2,3,2,2,2,4,2,4,2,2,2,2,4,2,2,2,1,3,10,1,0,1,0,0,0,0,0,1,0,4,.,4,.,.,.,.,.,4,.,.,2,.,1,1,1953,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,7,Disabled,.,2
2081,0.49,2,3,1,1,2,3,1,2,1,7,2,23,4,1,3,2,4,,2,3,.,0,1,1,0,0,5,5,4,3,3,3,3,3,3,3,1,5,5,8,5,5,8,2,5,4,4,5,5,8,2,3,1,5,5,4,4,4,4,4,4,4,2,4,8,2,1,7,.,1,0,0,0,0,1,0,0,0,0,5,.,.,.,.,5,.,.,.,.,.,3,.,1,2,1944,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,3
2083,0.49,2,2,1,1,2,2,1,1,1,2,2,15,2,2,2,2,2,4,2,4,.,0,1,0,1,0,4,8,4,4,4,3,3,3,3,3,2,3,3,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,3,1,1,1,0,0,0,0,0,0,0,3,3,3,.,.,.,.,.,.,.,.,2,.,1,1,1954,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,1,.,.,5
2085,0.49,2,4,1,1,1,4,3,1,1,1,1,18,.,.,.,.,.,,1,2,.,1,1,0,0,0,4,3,2,3,3,3,2,1,2,2,1,5,1,5,5,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,2,5,5,2,3,1,4,6,1,0,0,1,1,0,0,0,0,0,4,.,.,4,4,.,.,.,.,.,.,1,.,1,1,1967,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Teacher,11
2086,0.49,2,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,,1,5,.,1,0,0,0,1,4,4,8,4,4,4,8,4,4,4,1,4,2,4,4,4,4,5,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,.,0,0,1,1,0,0,0,0,0,0,.,.,4,4,.,.,.,.,.,.,.,8,.,1,2,1944,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,3
2087,0.49,2,2,2,2,2,2,2,1,1,1,1,16,.,.,.,.,.,4,1,2,.,1,1,0,0,0,5,3,3,4,4,3,2,3,3,3,1,4,2,4,4,5,5,5,5,4,2,2,2,2,2,3,2,4,4,4,2,4,4,5,2,4,2,4,4,2,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,5,5,5,.,.,.,.,.,.,2,.,2,2,1956,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,1,.,.,2
2089,0.49,2,2,2,2,2,2,2,2,2,2,2,20,2,2,2,2,2,1,1,.,.,1,0,0,0,0,3,3,3,3,3,1,1,1,1,1,3,4,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,1,3,10,1,0,1,0,0,0,0,0,1,0,4,.,4,.,.,.,.,.,5,.,.,2,.,2,1,1954,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Agriculturist,8
2094,0.49,2,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,4,1,2,.,1,1,0,0,0,3,2,4,4,3,4,3,3,1,3,2,4,5,5,4,2,4,4,5,4,4,4,2,4,2,2,3,5,4,4,4,5,5,4,3,4,4,4,2,4,1,3,9,1,0,1,0,0,0,0,1,0,0,4,.,4,.,.,.,.,4,.,.,.,2,.,3,1,1950,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,2
2098,0.49,2,3,3,3,7,2,4,7,3,1,1,34,.,.,.,.,.,,1,.,.,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,1,8,5,5,5,5,5,5,5,5,5,5,4,5,5,8,8,1,1,1,5,5,8,5,1,5,1,5,3,14,10,0,0,1,0,0,0,1,0,1,0,.,.,2,.,.,.,4,.,4,.,.,1,.,1,1,1945,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,7,Disabled,.,11
2099,0.49,2,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,0,1,2,.,1,1,0,0,0,4,8,8,8,8,3,3,3,3,4,8,4,4,2,4,3,2,4,4,4,2,4,4,4,4,3,2,2,2,4,2,4,4,4,4,4,4,4,4,1,1,2,3,1,1,1,0,0,0,0,0,0,0,5,4,4,.,.,.,.,.,.,.,.,3,.,1,2,1968,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Nursing Aid,4
2100,0.49,2,2,2,2,2,2,2,1,1,2,1,17,3,1,3,4,2,1,2,3,.,0,1,1,0,0,5,8,3,3,3,3,3,1,2,2,1,5,2,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,8,5,5,5,5,8,5,8,5,5,4,1,3,6,1,0,1,0,1,0,0,0,0,0,3,.,3,.,5,.,.,.,.,.,.,5,.,1,1,1950,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,German,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,5
2101,0.49,2,3,2,1,2,3,1,4,4,3,1,24,2,3,1,1,3,1,1,4,.,1,0,0,1,0,4,4,4,4,4,5,4,4,5,4,3,4,1,5,5,2,4,5,4,2,4,5,4,4,4,2,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,6,9,0,0,0,1,1,0,0,1,0,0,.,.,.,4,4,.,.,5,.,.,.,2,.,4,2,1983,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,5,3,.,Salesperson,4
